respondent_id,efficacy,side_effects,cost,dosing,choice
5407,50% symptom reduction,High,150,Daily (Pill),1
5408,70% symptom reduction,Medium,50,Weekly (Injection),1
5409,60% symptom reduction,Low,150,Weekly (Injection),1
5410,60% symptom reduction,High,100,Weekly (Injection),1
5411,60% symptom reduction,High,100,Daily (Pill),0
5412,70% symptom reduction,Medium,50,Daily (Pill),1
5413,60% symptom reduction,Medium,100,Weekly (Injection),0
5414,60% symptom reduction,High,150,Daily (Pill),1
5415,50% symptom reduction,Medium,100,Daily (Pill),1
5416,60% symptom reduction,Medium,150,Weekly (Injection),1
5417,50% symptom reduction,Medium,100,Weekly (Injection),0
5418,70% symptom reduction,Medium,100,Weekly (Injection),1
5419,60% symptom reduction,Medium,50,Daily (Pill),0
5420,50% symptom reduction,Medium,150,Daily (Pill),1
5421,60% symptom reduction,Low,50,Weekly (Injection),0
5422,50% symptom reduction,Medium,150,Weekly (Injection),1
5423,60% symptom reduction,High,100,Daily (Pill),1
5424,70% symptom reduction,High,100,Weekly (Injection),0
5425,70% symptom reduction,Low,100,Daily (Pill),1
5426,70% symptom reduction,Medium,150,Weekly (Injection),1
5427,50% symptom reduction,High,100,Daily (Pill),1
5428,60% symptom reduction,High,150,Daily (Pill),0
5429,60% symptom reduction,Medium,50,Daily (Pill),1
5430,60% symptom reduction,High,100,Daily (Pill),0
5431,70% symptom reduction,Medium,100,Daily (Pill),1
5432,50% symptom reduction,High,150,Daily (Pill),0
5433,50% symptom reduction,Medium,100,Weekly (Injection),0
5434,50% symptom reduction,Medium,50,Daily (Pill),0
5435,50% symptom reduction,High,100,Weekly (Injection),1
5436,50% symptom reduction,Low,150,Weekly (Injection),0
5437,50% symptom reduction,Medium,100,Weekly (Injection),1
5438,50% symptom reduction,Medium,150,Daily (Pill),0
5439,60% symptom reduction,Medium,100,Daily (Pill),1
5440,50% symptom reduction,Medium,100,Weekly (Injection),0
5441,70% symptom reduction,Medium,150,Daily (Pill),1
5442,60% symptom reduction,High,150,Daily (Pill),0
5443,60% symptom reduction,High,150,Weekly (Injection),0
5444,60% symptom reduction,Medium,100,Weekly (Injection),1
5445,50% symptom reduction,High,50,Daily (Pill),0
5446,50% symptom reduction,High,50,Daily (Pill),0
5447,50% symptom reduction,High,50,Weekly (Injection),0
5448,60% symptom reduction,High,100,Daily (Pill),0
5449,60% symptom reduction,High,150,Weekly (Injection),1
5450,60% symptom reduction,Low,150,Weekly (Injection),0
5451,60% symptom reduction,Low,50,Daily (Pill),1
5452,50% symptom reduction,High,100,Daily (Pill),0
5453,60% symptom reduction,Medium,50,Weekly (Injection),1
5454,70% symptom reduction,Medium,50,Daily (Pill),1
5455,60% symptom reduction,High,50,Weekly (Injection),1
5456,50% symptom reduction,High,50,Daily (Pill),1
5457,70% symptom reduction,Low,100,Weekly (Injection),0
5458,60% symptom reduction,Medium,100,Weekly (Injection),1
5459,50% symptom reduction,Medium,100,Daily (Pill),0
5460,60% symptom reduction,High,100,Daily (Pill),0
5461,70% symptom reduction,Low,50,Daily (Pill),1
5462,50% symptom reduction,Medium,50,Weekly (Injection),1
5463,50% symptom reduction,Medium,150,Daily (Pill),1
5464,50% symptom reduction,Medium,50,Weekly (Injection),1
5465,60% symptom reduction,High,150,Weekly (Injection),1
5466,60% symptom reduction,Low,50,Weekly (Injection),1
5467,50% symptom reduction,High,100,Daily (Pill),1
5468,50% symptom reduction,Medium,50,Daily (Pill),1
5469,60% symptom reduction,Low,50,Weekly (Injection),1
5470,60% symptom reduction,High,150,Daily (Pill),0
5471,50% symptom reduction,High,100,Daily (Pill),0
5472,70% symptom reduction,Medium,150,Weekly (Injection),1
5473,50% symptom reduction,Medium,100,Weekly (Injection),1
5474,60% symptom reduction,High,50,Daily (Pill),1
5475,60% symptom reduction,High,150,Weekly (Injection),0
5476,60% symptom reduction,Low,100,Daily (Pill),1
5477,60% symptom reduction,Medium,150,Weekly (Injection),1
5478,60% symptom reduction,Medium,50,Daily (Pill),0
5479,70% symptom reduction,High,100,Weekly (Injection),0
5480,50% symptom reduction,Low,50,Daily (Pill),0
5481,60% symptom reduction,Low,50,Weekly (Injection),0
5482,60% symptom reduction,Medium,150,Weekly (Injection),1
5483,70% symptom reduction,Medium,150,Daily (Pill),0
5484,50% symptom reduction,Low,150,Daily (Pill),1
5485,70% symptom reduction,Medium,150,Weekly (Injection),0
5486,60% symptom reduction,Medium,150,Daily (Pill),0
5487,70% symptom reduction,High,100,Weekly (Injection),1
5488,50% symptom reduction,Medium,100,Weekly (Injection),0
5489,70% symptom reduction,High,150,Daily (Pill),1
5490,70% symptom reduction,High,150,Weekly (Injection),1
5491,50% symptom reduction,Low,100,Daily (Pill),1
5492,70% symptom reduction,Low,100,Weekly (Injection),1
5493,70% symptom reduction,Medium,50,Weekly (Injection),1
5494,70% symptom reduction,Low,50,Daily (Pill),1
5495,60% symptom reduction,Low,50,Weekly (Injection),1
5496,70% symptom reduction,Medium,150,Weekly (Injection),0
5497,70% symptom reduction,Low,100,Daily (Pill),1
5498,50% symptom reduction,High,100,Daily (Pill),0
5499,70% symptom reduction,High,150,Weekly (Injection),1
5500,60% symptom reduction,High,100,Daily (Pill),0
5501,60% symptom reduction,Medium,100,Daily (Pill),1
5502,50% symptom reduction,High,150,Weekly (Injection),0
5503,50% symptom reduction,High,50,Weekly (Injection),1
5504,60% symptom reduction,High,50,Weekly (Injection),0
5505,70% symptom reduction,Medium,150,Weekly (Injection),0
5506,50% symptom reduction,High,50,Daily (Pill),0
5507,60% symptom reduction,High,150,Weekly (Injection),1
5508,70% symptom reduction,High,100,Daily (Pill),0
5509,50% symptom reduction,Low,50,Daily (Pill),1
5510,50% symptom reduction,High,100,Daily (Pill),1
5511,70% symptom reduction,Medium,50,Daily (Pill),1
5512,50% symptom reduction,Low,150,Daily (Pill),0
5513,50% symptom reduction,High,150,Daily (Pill),0
5514,70% symptom reduction,High,100,Daily (Pill),1
5515,60% symptom reduction,Medium,50,Daily (Pill),1
5516,50% symptom reduction,High,150,Daily (Pill),0
5517,70% symptom reduction,Medium,50,Daily (Pill),1
5518,70% symptom reduction,Low,100,Weekly (Injection),1
5519,50% symptom reduction,Low,50,Weekly (Injection),0
5520,60% symptom reduction,Low,150,Daily (Pill),1
5521,70% symptom reduction,Low,50,Weekly (Injection),1
5522,70% symptom reduction,Medium,150,Daily (Pill),0
5523,50% symptom reduction,Medium,50,Daily (Pill),1
5524,70% symptom reduction,Low,50,Daily (Pill),1
5525,50% symptom reduction,Low,50,Daily (Pill),0
5526,50% symptom reduction,High,150,Daily (Pill),0
5527,60% symptom reduction,High,100,Daily (Pill),0
5528,50% symptom reduction,High,100,Weekly (Injection),0
5529,70% symptom reduction,Low,150,Daily (Pill),1
5530,50% symptom reduction,Medium,150,Daily (Pill),1
5531,50% symptom reduction,High,50,Weekly (Injection),0
5532,50% symptom reduction,Low,150,Weekly (Injection),0
5533,70% symptom reduction,Low,100,Daily (Pill),1
5534,50% symptom reduction,High,100,Daily (Pill),1
5535,60% symptom reduction,Medium,100,Daily (Pill),0
5536,50% symptom reduction,High,100,Weekly (Injection),1
5537,70% symptom reduction,Medium,150,Daily (Pill),0
5538,70% symptom reduction,Medium,100,Weekly (Injection),1
5539,50% symptom reduction,High,150,Daily (Pill),1
5540,50% symptom reduction,High,100,Daily (Pill),0
5541,60% symptom reduction,Medium,50,Weekly (Injection),0
5542,60% symptom reduction,Low,100,Weekly (Injection),1
5543,70% symptom reduction,Low,50,Daily (Pill),1
5544,60% symptom reduction,High,150,Daily (Pill),0
5545,70% symptom reduction,Medium,150,Weekly (Injection),0
5546,50% symptom reduction,Low,50,Daily (Pill),1
5547,70% symptom reduction,Low,50,Daily (Pill),1
5548,60% symptom reduction,High,100,Weekly (Injection),1
5549,60% symptom reduction,Medium,150,Weekly (Injection),0
5550,50% symptom reduction,High,100,Daily (Pill),0
5551,60% symptom reduction,Medium,50,Weekly (Injection),1
5552,70% symptom reduction,Medium,50,Daily (Pill),0
5553,60% symptom reduction,Low,150,Weekly (Injection),1
5554,60% symptom reduction,High,150,Daily (Pill),1
5555,50% symptom reduction,High,150,Daily (Pill),1
5556,60% symptom reduction,Low,150,Daily (Pill),1
5557,70% symptom reduction,High,100,Daily (Pill),0
5558,50% symptom reduction,Medium,100,Daily (Pill),1
5559,50% symptom reduction,Medium,150,Weekly (Injection),1
5560,70% symptom reduction,Medium,100,Daily (Pill),1
5561,60% symptom reduction,High,50,Daily (Pill),1
5562,60% symptom reduction,Medium,150,Weekly (Injection),0
5563,60% symptom reduction,High,50,Daily (Pill),1
5564,70% symptom reduction,High,150,Weekly (Injection),0
5565,50% symptom reduction,Low,150,Daily (Pill),0
5566,60% symptom reduction,Medium,100,Daily (Pill),1
5567,60% symptom reduction,Low,100,Daily (Pill),1
5568,50% symptom reduction,Medium,150,Weekly (Injection),0
5569,50% symptom reduction,Low,100,Weekly (Injection),0
5570,60% symptom reduction,Low,100,Weekly (Injection),0
5571,60% symptom reduction,Low,50,Daily (Pill),1
5572,60% symptom reduction,Medium,150,Daily (Pill),0
5573,60% symptom reduction,Low,150,Daily (Pill),1
5574,60% symptom reduction,Medium,100,Weekly (Injection),1
5575,60% symptom reduction,High,50,Weekly (Injection),1
5576,50% symptom reduction,Low,100,Weekly (Injection),1
5577,60% symptom reduction,High,50,Daily (Pill),1
5578,50% symptom reduction,Medium,100,Weekly (Injection),0
5579,70% symptom reduction,Medium,100,Weekly (Injection),1
5580,60% symptom reduction,High,100,Weekly (Injection),0
5581,70% symptom reduction,Medium,50,Daily (Pill),0
5582,60% symptom reduction,Low,100,Weekly (Injection),0
5583,50% symptom reduction,Medium,150,Weekly (Injection),0
5584,50% symptom reduction,High,100,Daily (Pill),1
5585,70% symptom reduction,Low,100,Weekly (Injection),1
5586,60% symptom reduction,Low,100,Daily (Pill),0
5587,70% symptom reduction,Medium,50,Weekly (Injection),1
5588,50% symptom reduction,Low,150,Weekly (Injection),0
5589,70% symptom reduction,High,100,Weekly (Injection),0
5590,60% symptom reduction,Medium,100,Daily (Pill),0
5591,70% symptom reduction,Low,150,Weekly (Injection),1
5592,70% symptom reduction,Medium,100,Weekly (Injection),0
5593,50% symptom reduction,High,50,Weekly (Injection),0
5594,50% symptom reduction,High,150,Weekly (Injection),0
5595,50% symptom reduction,Low,50,Weekly (Injection),1
5596,70% symptom reduction,Low,50,Weekly (Injection),1
5597,70% symptom reduction,Medium,150,Weekly (Injection),0
5598,70% symptom reduction,Medium,100,Daily (Pill),1
5599,70% symptom reduction,High,100,Daily (Pill),1
5600,50% symptom reduction,Low,100,Daily (Pill),0
5601,70% symptom reduction,Medium,50,Daily (Pill),1
5602,50% symptom reduction,Low,100,Weekly (Injection),1
5603,70% symptom reduction,High,50,Weekly (Injection),0
5604,60% symptom reduction,High,150,Weekly (Injection),0
5605,70% symptom reduction,Medium,100,Weekly (Injection),0
5606,50% symptom reduction,Medium,50,Weekly (Injection),0
5607,70% symptom reduction,Low,100,Daily (Pill),1
5608,70% symptom reduction,Medium,100,Daily (Pill),1
5609,50% symptom reduction,High,50,Daily (Pill),1
5610,70% symptom reduction,High,100,Weekly (Injection),1
5611,70% symptom reduction,Medium,150,Weekly (Injection),1
5612,50% symptom reduction,Low,150,Daily (Pill),1
5613,60% symptom reduction,Low,50,Daily (Pill),1
5614,70% symptom reduction,Low,100,Weekly (Injection),1
5615,60% symptom reduction,Low,50,Daily (Pill),1
5616,60% symptom reduction,High,100,Daily (Pill),1
5617,50% symptom reduction,Medium,50,Daily (Pill),1
5618,60% symptom reduction,High,100,Weekly (Injection),1
5619,60% symptom reduction,High,100,Daily (Pill),0
5620,60% symptom reduction,Medium,150,Weekly (Injection),1
5621,70% symptom reduction,Low,150,Weekly (Injection),1
5622,50% symptom reduction,High,150,Weekly (Injection),0
5623,60% symptom reduction,High,150,Daily (Pill),0
5624,50% symptom reduction,Medium,50,Daily (Pill),1
5625,60% symptom reduction,Low,150,Weekly (Injection),1
5626,70% symptom reduction,High,150,Daily (Pill),1
5627,60% symptom reduction,Medium,50,Daily (Pill),0
5628,70% symptom reduction,Low,100,Daily (Pill),1
5629,50% symptom reduction,High,150,Daily (Pill),0
5630,50% symptom reduction,High,150,Daily (Pill),1
5631,70% symptom reduction,High,150,Weekly (Injection),1
5632,60% symptom reduction,High,50,Weekly (Injection),1
5633,70% symptom reduction,Medium,150,Weekly (Injection),1
5634,60% symptom reduction,Medium,100,Weekly (Injection),1
5635,50% symptom reduction,Low,150,Weekly (Injection),1
5636,60% symptom reduction,High,50,Daily (Pill),1
5637,50% symptom reduction,High,100,Weekly (Injection),1
5638,70% symptom reduction,Medium,100,Weekly (Injection),1
5639,50% symptom reduction,High,100,Daily (Pill),1
5640,50% symptom reduction,High,50,Daily (Pill),1
5641,60% symptom reduction,Low,50,Weekly (Injection),1
5642,50% symptom reduction,Medium,50,Weekly (Injection),1
5643,50% symptom reduction,Low,50,Weekly (Injection),0
5644,60% symptom reduction,High,150,Weekly (Injection),0
5645,60% symptom reduction,Low,50,Daily (Pill),1
5646,50% symptom reduction,Medium,150,Weekly (Injection),1
5647,60% symptom reduction,Medium,50,Weekly (Injection),1
5648,60% symptom reduction,Medium,100,Weekly (Injection),1
5649,70% symptom reduction,Medium,50,Daily (Pill),0
5650,50% symptom reduction,Low,50,Daily (Pill),1
5651,70% symptom reduction,High,150,Weekly (Injection),1
5652,50% symptom reduction,Medium,50,Daily (Pill),0
5653,60% symptom reduction,Medium,150,Weekly (Injection),1
5654,70% symptom reduction,High,50,Daily (Pill),1
5655,50% symptom reduction,High,100,Daily (Pill),0
5656,70% symptom reduction,Medium,150,Daily (Pill),0
5657,70% symptom reduction,Medium,100,Daily (Pill),1
5658,50% symptom reduction,High,100,Weekly (Injection),0
5659,70% symptom reduction,High,50,Weekly (Injection),0
5660,50% symptom reduction,Low,150,Daily (Pill),0
5661,70% symptom reduction,Low,150,Daily (Pill),0
5662,50% symptom reduction,Low,150,Daily (Pill),0
5663,70% symptom reduction,Medium,100,Daily (Pill),1
5664,60% symptom reduction,Medium,100,Daily (Pill),1
5665,60% symptom reduction,Medium,50,Daily (Pill),1
5666,70% symptom reduction,Medium,150,Weekly (Injection),0
5667,50% symptom reduction,Low,50,Weekly (Injection),1
5668,50% symptom reduction,High,150,Weekly (Injection),0
5669,50% symptom reduction,Low,150,Daily (Pill),0
5670,60% symptom reduction,Low,100,Weekly (Injection),1
5671,50% symptom reduction,High,50,Weekly (Injection),1
5672,70% symptom reduction,High,100,Weekly (Injection),1
5673,60% symptom reduction,Medium,150,Daily (Pill),0
5674,50% symptom reduction,Medium,150,Daily (Pill),0
5675,70% symptom reduction,Low,100,Daily (Pill),1
5676,70% symptom reduction,Medium,100,Daily (Pill),1
5677,50% symptom reduction,Low,150,Weekly (Injection),0
5678,60% symptom reduction,Low,150,Weekly (Injection),0
5679,70% symptom reduction,Low,100,Weekly (Injection),1
5680,50% symptom reduction,Medium,100,Daily (Pill),0
5681,70% symptom reduction,Low,50,Weekly (Injection),1
5682,50% symptom reduction,Medium,50,Daily (Pill),0
5683,50% symptom reduction,High,150,Daily (Pill),0
5684,50% symptom reduction,Low,50,Daily (Pill),0
5685,70% symptom reduction,Medium,50,Weekly (Injection),0
5686,50% symptom reduction,High,150,Daily (Pill),1
5687,50% symptom reduction,Medium,150,Daily (Pill),1
5688,70% symptom reduction,Low,100,Daily (Pill),1
5689,50% symptom reduction,Low,100,Weekly (Injection),1
5690,70% symptom reduction,High,50,Daily (Pill),0
5691,70% symptom reduction,Low,50,Weekly (Injection),1
5692,50% symptom reduction,Medium,100,Daily (Pill),1
5693,60% symptom reduction,Low,50,Daily (Pill),1
5694,70% symptom reduction,Medium,50,Weekly (Injection),1
5695,50% symptom reduction,Low,150,Daily (Pill),0
5696,60% symptom reduction,Medium,50,Weekly (Injection),0
5697,60% symptom reduction,Low,150,Daily (Pill),0
5698,70% symptom reduction,Medium,150,Weekly (Injection),1
5699,50% symptom reduction,Medium,100,Daily (Pill),1
5700,70% symptom reduction,Low,50,Daily (Pill),0
5701,60% symptom reduction,High,150,Weekly (Injection),0
5702,50% symptom reduction,Medium,50,Daily (Pill),0
5703,60% symptom reduction,Low,50,Weekly (Injection),1
5704,70% symptom reduction,Medium,100,Daily (Pill),0
5705,70% symptom reduction,Medium,100,Daily (Pill),1
5706,70% symptom reduction,High,50,Daily (Pill),1
5707,50% symptom reduction,Low,100,Daily (Pill),0
5708,70% symptom reduction,High,100,Daily (Pill),0
5709,60% symptom reduction,Medium,150,Weekly (Injection),0
5710,70% symptom reduction,Medium,100,Weekly (Injection),1
5711,50% symptom reduction,Low,150,Weekly (Injection),0
5712,70% symptom reduction,High,100,Weekly (Injection),1
5713,70% symptom reduction,Low,50,Weekly (Injection),0
5714,60% symptom reduction,High,50,Weekly (Injection),1
5715,50% symptom reduction,Medium,150,Weekly (Injection),1
5716,60% symptom reduction,Low,150,Daily (Pill),0
5717,60% symptom reduction,Low,100,Weekly (Injection),1
5718,70% symptom reduction,High,50,Daily (Pill),1
5719,60% symptom reduction,Medium,150,Daily (Pill),0
5720,50% symptom reduction,Low,100,Daily (Pill),1
5721,60% symptom reduction,Low,100,Weekly (Injection),1
5722,60% symptom reduction,Low,150,Weekly (Injection),1
5723,60% symptom reduction,High,100,Weekly (Injection),1
5724,60% symptom reduction,Low,150,Weekly (Injection),1
5725,70% symptom reduction,Low,50,Daily (Pill),1
5726,50% symptom reduction,High,100,Weekly (Injection),0
5727,60% symptom reduction,Medium,50,Daily (Pill),1
5728,70% symptom reduction,Medium,50,Daily (Pill),1
5729,50% symptom reduction,High,100,Weekly (Injection),0
5730,60% symptom reduction,High,50,Daily (Pill),0
5731,50% symptom reduction,Low,100,Weekly (Injection),0
5732,70% symptom reduction,Low,100,Weekly (Injection),1
5733,70% symptom reduction,Medium,150,Weekly (Injection),1
5734,60% symptom reduction,High,100,Weekly (Injection),0
5735,70% symptom reduction,High,150,Daily (Pill),1
5736,70% symptom reduction,Low,150,Weekly (Injection),1
5737,70% symptom reduction,High,50,Daily (Pill),1
5738,50% symptom reduction,Low,50,Weekly (Injection),0
5739,50% symptom reduction,Low,150,Weekly (Injection),1
5740,70% symptom reduction,High,150,Daily (Pill),0
5741,50% symptom reduction,Low,100,Weekly (Injection),1
5742,70% symptom reduction,Low,50,Weekly (Injection),1
5743,50% symptom reduction,Low,150,Weekly (Injection),1
5744,50% symptom reduction,High,100,Daily (Pill),0
5745,60% symptom reduction,High,150,Daily (Pill),0
5746,60% symptom reduction,Medium,50,Daily (Pill),0
5747,70% symptom reduction,Low,50,Daily (Pill),1
5748,70% symptom reduction,Low,150,Daily (Pill),1
5749,70% symptom reduction,High,150,Daily (Pill),0
5750,70% symptom reduction,Medium,100,Weekly (Injection),0
5751,70% symptom reduction,Medium,50,Daily (Pill),1
5752,50% symptom reduction,High,100,Weekly (Injection),0
5753,70% symptom reduction,High,150,Weekly (Injection),0
5754,50% symptom reduction,Medium,100,Weekly (Injection),0
5755,50% symptom reduction,High,50,Daily (Pill),0
5756,70% symptom reduction,High,50,Weekly (Injection),1
5757,60% symptom reduction,Low,100,Weekly (Injection),1
5758,50% symptom reduction,Medium,100,Weekly (Injection),0
5759,50% symptom reduction,Medium,150,Daily (Pill),1
5760,50% symptom reduction,High,50,Weekly (Injection),0
5761,60% symptom reduction,Low,50,Weekly (Injection),0
5762,60% symptom reduction,Low,150,Weekly (Injection),1
5763,50% symptom reduction,Medium,150,Weekly (Injection),0
5764,60% symptom reduction,Low,100,Daily (Pill),1
5765,70% symptom reduction,Medium,50,Daily (Pill),1
5766,50% symptom reduction,Medium,150,Weekly (Injection),1
5767,60% symptom reduction,Medium,100,Weekly (Injection),1
5768,60% symptom reduction,Low,150,Daily (Pill),1
5769,50% symptom reduction,Medium,50,Weekly (Injection),1
5770,70% symptom reduction,Medium,50,Daily (Pill),0
5771,50% symptom reduction,Low,50,Daily (Pill),0
5772,50% symptom reduction,Medium,100,Daily (Pill),1
5773,70% symptom reduction,Low,100,Weekly (Injection),1
5774,50% symptom reduction,Medium,150,Daily (Pill),0
5775,50% symptom reduction,High,150,Daily (Pill),0
5776,60% symptom reduction,Medium,100,Daily (Pill),1
5777,50% symptom reduction,Low,50,Weekly (Injection),0
5778,70% symptom reduction,Medium,150,Daily (Pill),1
5779,50% symptom reduction,Low,50,Weekly (Injection),0
5780,70% symptom reduction,Medium,100,Weekly (Injection),1
5781,70% symptom reduction,Low,150,Daily (Pill),1
5782,60% symptom reduction,High,100,Weekly (Injection),1
5783,50% symptom reduction,Medium,100,Weekly (Injection),0
5784,70% symptom reduction,Low,50,Weekly (Injection),1
5785,60% symptom reduction,Medium,100,Daily (Pill),1
5786,60% symptom reduction,High,100,Weekly (Injection),1
5787,70% symptom reduction,Medium,50,Daily (Pill),0
5788,50% symptom reduction,Low,50,Daily (Pill),1
5789,50% symptom reduction,Low,50,Weekly (Injection),0
5790,50% symptom reduction,Medium,50,Weekly (Injection),0
5791,70% symptom reduction,Medium,100,Daily (Pill),1
5792,60% symptom reduction,Medium,150,Daily (Pill),0
5793,60% symptom reduction,Low,100,Daily (Pill),0
5794,70% symptom reduction,Low,100,Weekly (Injection),1
5795,50% symptom reduction,High,50,Weekly (Injection),1
5796,50% symptom reduction,High,100,Weekly (Injection),1
5797,70% symptom reduction,Low,50,Daily (Pill),1
5798,60% symptom reduction,Low,150,Daily (Pill),1
5799,50% symptom reduction,High,50,Weekly (Injection),0
5800,50% symptom reduction,Low,150,Weekly (Injection),0
5801,60% symptom reduction,Medium,50,Weekly (Injection),1
5802,60% symptom reduction,High,150,Daily (Pill),0
5803,70% symptom reduction,Low,50,Weekly (Injection),1
5804,70% symptom reduction,Medium,100,Weekly (Injection),1
5805,50% symptom reduction,Low,50,Daily (Pill),1
5806,70% symptom reduction,High,50,Weekly (Injection),1
5807,70% symptom reduction,Medium,150,Daily (Pill),1
5808,50% symptom reduction,Low,150,Weekly (Injection),0
5809,50% symptom reduction,Medium,100,Weekly (Injection),1
5810,50% symptom reduction,High,50,Weekly (Injection),0
5811,60% symptom reduction,High,150,Daily (Pill),0
5812,50% symptom reduction,Medium,50,Weekly (Injection),1
5813,60% symptom reduction,Medium,150,Weekly (Injection),0
5814,70% symptom reduction,Medium,50,Daily (Pill),1
5815,70% symptom reduction,Low,150,Daily (Pill),1
5816,60% symptom reduction,Low,50,Weekly (Injection),1
5817,50% symptom reduction,High,150,Weekly (Injection),0
5818,50% symptom reduction,High,150,Daily (Pill),1
5819,50% symptom reduction,Low,150,Daily (Pill),0
5820,70% symptom reduction,High,50,Daily (Pill),1
5821,60% symptom reduction,High,150,Daily (Pill),0
5822,50% symptom reduction,High,50,Daily (Pill),1
5823,60% symptom reduction,Low,100,Weekly (Injection),1
5824,50% symptom reduction,Medium,150,Weekly (Injection),0
5825,60% symptom reduction,Low,100,Daily (Pill),0
5826,60% symptom reduction,High,100,Weekly (Injection),0
5827,60% symptom reduction,High,50,Daily (Pill),1
5828,50% symptom reduction,Medium,100,Daily (Pill),1
5829,60% symptom reduction,High,50,Weekly (Injection),1
5830,60% symptom reduction,Low,150,Daily (Pill),0
5831,70% symptom reduction,Low,150,Weekly (Injection),0
5832,70% symptom reduction,High,100,Weekly (Injection),1
5833,60% symptom reduction,Low,150,Weekly (Injection),1
5834,70% symptom reduction,Low,100,Daily (Pill),0
5835,60% symptom reduction,High,150,Weekly (Injection),1
5836,50% symptom reduction,Low,100,Daily (Pill),0
5837,70% symptom reduction,Medium,150,Weekly (Injection),1
5838,70% symptom reduction,Low,50,Daily (Pill),1
5839,60% symptom reduction,Medium,100,Weekly (Injection),0
5840,50% symptom reduction,Medium,150,Weekly (Injection),0
5841,70% symptom reduction,High,100,Daily (Pill),1
5842,50% symptom reduction,High,150,Daily (Pill),0
5843,60% symptom reduction,Low,150,Weekly (Injection),1
5844,50% symptom reduction,Medium,100,Daily (Pill),1
5845,60% symptom reduction,Medium,100,Daily (Pill),1
5846,60% symptom reduction,Medium,100,Weekly (Injection),1
5847,70% symptom reduction,Medium,100,Weekly (Injection),1
5848,60% symptom reduction,Medium,50,Daily (Pill),0
5849,50% symptom reduction,High,100,Daily (Pill),0
5850,50% symptom reduction,Low,100,Weekly (Injection),1
5851,50% symptom reduction,Low,50,Weekly (Injection),1
5852,60% symptom reduction,Low,50,Weekly (Injection),1
5853,70% symptom reduction,Medium,150,Weekly (Injection),1
5854,50% symptom reduction,Low,100,Weekly (Injection),1
5855,50% symptom reduction,High,50,Daily (Pill),1
5856,60% symptom reduction,Medium,150,Daily (Pill),0
5857,70% symptom reduction,Medium,50,Weekly (Injection),1
5858,50% symptom reduction,Medium,100,Daily (Pill),0
5859,70% symptom reduction,Low,50,Daily (Pill),1
5860,70% symptom reduction,Medium,50,Daily (Pill),1
5861,50% symptom reduction,Low,150,Weekly (Injection),0
5862,60% symptom reduction,Low,100,Weekly (Injection),0
5863,70% symptom reduction,Low,100,Daily (Pill),0
5864,70% symptom reduction,High,150,Daily (Pill),0
5865,70% symptom reduction,High,100,Weekly (Injection),0
5866,60% symptom reduction,Low,50,Daily (Pill),0
5867,50% symptom reduction,Low,150,Weekly (Injection),0
5868,60% symptom reduction,Low,100,Weekly (Injection),1
5869,70% symptom reduction,Low,50,Weekly (Injection),1
5870,70% symptom reduction,High,100,Daily (Pill),1
5871,70% symptom reduction,High,50,Daily (Pill),1
5872,50% symptom reduction,Low,100,Daily (Pill),1
5873,60% symptom reduction,Medium,100,Daily (Pill),0
5874,60% symptom reduction,High,50,Daily (Pill),0
5875,50% symptom reduction,Low,150,Daily (Pill),1
5876,50% symptom reduction,Low,150,Daily (Pill),0
5877,70% symptom reduction,High,100,Weekly (Injection),1
5878,50% symptom reduction,Medium,150,Weekly (Injection),1
5879,60% symptom reduction,Low,150,Weekly (Injection),0
5880,50% symptom reduction,Medium,50,Daily (Pill),1
5881,70% symptom reduction,Medium,150,Weekly (Injection),1
5882,60% symptom reduction,High,100,Daily (Pill),1
5883,70% symptom reduction,Low,100,Weekly (Injection),1
5884,70% symptom reduction,Low,100,Daily (Pill),0
5885,70% symptom reduction,Medium,150,Daily (Pill),1
5886,50% symptom reduction,Low,50,Daily (Pill),0
5887,50% symptom reduction,High,100,Weekly (Injection),0
5888,50% symptom reduction,Medium,150,Weekly (Injection),0
5889,70% symptom reduction,Low,100,Weekly (Injection),1
5890,50% symptom reduction,Medium,100,Daily (Pill),0
5891,60% symptom reduction,High,150,Daily (Pill),0
5892,50% symptom reduction,High,50,Daily (Pill),0
5893,70% symptom reduction,Low,150,Weekly (Injection),1
5894,50% symptom reduction,Low,50,Daily (Pill),1
5895,70% symptom reduction,High,50,Daily (Pill),1
5896,70% symptom reduction,Low,50,Daily (Pill),0
5897,70% symptom reduction,Low,50,Daily (Pill),1
5898,70% symptom reduction,Low,150,Weekly (Injection),0
5899,50% symptom reduction,Low,100,Weekly (Injection),0
5900,70% symptom reduction,Medium,100,Daily (Pill),1
5901,70% symptom reduction,High,150,Weekly (Injection),1
5902,50% symptom reduction,Medium,150,Daily (Pill),0
5903,60% symptom reduction,Medium,100,Weekly (Injection),1
5904,60% symptom reduction,Low,50,Weekly (Injection),1
5905,60% symptom reduction,Low,100,Weekly (Injection),1
5906,60% symptom reduction,Medium,150,Daily (Pill),0
5907,50% symptom reduction,Low,150,Weekly (Injection),0
5908,70% symptom reduction,High,150,Daily (Pill),1
5909,50% symptom reduction,Low,100,Daily (Pill),1
5910,50% symptom reduction,Medium,150,Daily (Pill),0
5911,60% symptom reduction,High,50,Daily (Pill),1
5912,60% symptom reduction,High,50,Daily (Pill),0
5913,70% symptom reduction,Medium,50,Daily (Pill),1
